,review,sentiment
729,Charming yet brutally honest..offers a certain mainstream appeal for anyone who's experienced love's thorny and persuasive illusions.,positive
730,Seeing Kevin Costner in a western family drama is a familiar and natural fit for him.,positive
731,It pulls off its conventional material in interesting ways.,positive
732,Great fun western,positive
733,"The swirl of storylines, plot twists and huge battles might prove a tad too intense for kids under 10, and even adults will have to pay close attention...Still, the film can't be faulted for its movement, humour or [its] sheer beauty.",positive
734,"... doesn't work and results in superficial entertainment devoid of any substance. [Full review in Spanish]
",positive
735,"Filling a movie with horror archetypes (narcissistic cheerleader, psychotic jock, sassy comedic foil) isn't necessarily a bad thing, but this is a movie that at times feels woefully archaic.",negative
736,"...a charming, pleasantly diverting movie that is hard to dislike.",positive
737,"There's plenty to scratch your head about here. Is it a drama? A comedy? And if it's a farce, what's it making fun of?",negative
738,"Mortal Kombat is a deeply flawed film...However, if you're a fan of the franchise, you might well find some things to like here. It is bloody, dumb and bloody dumb - but sometimes, isn't that just what you're looking for?",positive
739,The movie's magic comes not just from Baker's ability to thread comedy into down-and-out margin-dwelling drama but showing how dependent people's survival is on each other.,positive
740,"This is an on-the-ground (and under the ground!) portrait of a group of men who practice an ancient way of life, simply and joyously.",positive
741,"Stiller e Wilson certamente já provaram ser capazes de originarem uma franquia baseada não em personagens, mas em suas próprias personalidades.",positive
742,Nearly every scene along the way to the movie's Psycho-like conclusion is fundamentally silly in ways that don't always seem intended.,negative
743,Brilliant and riveting. Judi Dench gets my Best Actress vote! And I tell you why female teachers have sex with teen boys.,positive
744,"Subtle and understated, a meditation on morality, mortality and murder that escalates into a small emotional powerhouse.",positive
745,"An original story that just can't live up to the promise of it's ambition, ""John Dies at the End"" just isn't that good of a movie.",negative
746,"A misfire meant to be a franchise. The film is based on an old radio show, and the concept is interesting enough, but this movie just drags.",negative
747,"Pic relies on nerdy world-weary irony to carry the day, but doesn't convincingly draw its characters.",negative
748,All I can say is there's plenty of difficult people in Hollywood. We just aren't usually exposed to it. I think this film will speak for itself and the future of all involved.,positive
749,"Even the shoddiest of cliffnote 'authors' would be embarrassed over condensing a novel down to this elementary a form. Everything seems to work, but it's all too abbreviated to draw the audience in.",negative
750,"The problem facing John O'Hagan, the producer and director, is how to make a program about people doing and saying boring things that is not itself boring.",negative
751,"the story is just a set-up for the comedy, which Keaton executes with his trademark combination of perfectly timed derring-do and taciturn nonchalance",positive
752,"Deliciously dark and utterly gripping, this tightly-coiled teaser delivers disturbing answers to some very awkward questions.",positive
753,"For the comic actors, this project -- an enjoyable synthesis of improvisation and adherence to the original story -- seems almost too easy. You wonder why it took them so long.",positive
754,"Despite the thousands of miles which divide us from this little family in a far off speck of village, there is a strange community of spirit and understanding. And for this, Roy may take credit.",positive
755,"This slippery, undefined, but gaping loss makes Godard's forceful, elegant, and profound film all the more unshakable.",positive
756,"It is a gigantic, perverse admission of defeat.",negative
757,"To call this a movie a dog would also be an insult to canines, so let's just say Scooby-Doo 2 is a Scooby-Don't.",negative
758,"The Best Exotic Marigold Hotel was such a worldwide sleeper hit, and its British-Indian cast so beloved, that it's no surprise that three years later they're back in Rajasthan.",positive
759,Wong and Park are strong enough as both writers and performers to lend it an overwhelmingly pleasant flavour.,positive
760,"An engaging and frequently moving drama with strong performances and a handful of genuinely stunning sequences, not to mention some world class horse-wrangling.",positive
761,"Performed by Zhao Tao... Qiao is a compendium of resistance and sacrifice, in an environment in which capitalism is taking over everything. [Full review in Spanish]",positive
